source,record_id,supplier,inspector,date,cc,model,color,po,po_qty,glove_type,order_type,sampling_size,critical_defects,major_defects,minor_defects,defect_qty,result,result_raw,gtd_issue,visual_issue,functional_issue,liner_issue,size_issue,important_issue,gtd_defects,visual_defects,functional_defects,liner_defects,size_defects,defect_rate,month,risk_level,has_defect,is_fail
Jiandaoyun Gloves / ZX FQC,6923b6efa1792a1d61e366f9,49425 SHANDONG JIANHUA ZHONGXING GLO,王振英,2025-11-23 16:00:00+00:00,333549,8647342,浅灰,4523343878,90.0,半指,replenishment翻单,3.0,0.0,0.0,0.0,0.0,PASS,PASS合格,nan,nan,nan,nan,nan,nan,0.0,0.0,0.0,0.0,0.0,0.0,2025-11,Low,False,False
Jiandaoyun Gloves / ZX FQC,6923f4b0294a508cce284b25,49425 SHANDONG JIANHUA ZHONGXING GLO,王振英,2025-11-23 16:00:00+00:00,330572,8615465,黑,4523301547,480.0,半指,replenishment翻单,5.0,0.0,1.0,1.0,2.0,PASS,PASS合格,nan,未车缝住、线头,nan,nan,nan,未车缝住、线头,0.0,2.0,0.0,0.0,0.0,0.4,2025-11,Critical,True,False
Jiandaoyun Gloves / ZX FQC,6924fcc004bce775c17995ee,49425 SHANDONG JIANHUA ZHONGXING GLO,汤君玲,2025-11-23 16:00:00+00:00,339779,8049149,黑色,45226144522614662,300.0,滑雪,replenishment翻单,5.0,0.0,0.0,1.0,1.0,PASS,PASS after re-check重验合格,nan,线头,nan,nan,0,nan,0.0,1.0,0.0,0.0,0.0,0.2,2025-11,Critical,True,False
Jiandaoyun Gloves / ZX FQC,692505b6d72b0077dfeb63d2,49425 SHANDONG JIANHUA ZHONGXING GLO,袁成英,2025-11-23 16:00:00+00:00,335330,8655827,丈青,4523751762,2154.0,单层,replenishment翻单,8.0,0.0,3.0,4.0,7.0,PASS,PASS合格,nan,线头  针洞   边町起皱，,nan,nan,nan,nan,0.0,7.0,0.0,0.0,0.0,0.875,2025-11,Critical,True,False
Jiandaoyun Gloves / ZX FQC,69250cf288e3643fee940dd6,49425 SHANDONG JIANHUA ZHONGXING GLO,袁成英,2025-11-24 16:00:00+00:00,356209,8901066,白色,4523277681,840.0,半指,replenishment翻单,5.0,0.0,1.0,3.0,4.0,PASS,PASS合格,nan,线头   腰带明线距边不匀   连接标车线不匀,nan,nan,nan,线头   毛刺明线距边宽,0.0,4.0,0.0,0.0,0.0,0.8,2025-11,Critical,True,False
Jiandaoyun Gloves / ZX FQC,692514f7e7b8cfa6328e2bb1,49425 SHANDONG JIANHUA ZHONGXING GLO,袁成英,2025-11-24 16:00:00+00:00,356209,8901065,黑色,4523300737,648.0,半指,replenishment翻单,5.0,0.0,1.0,3.0,4.0,PASS,PASS合格,nan,明线距边不匀   连接布条缝份宽窄不匀 线头,nan,nan,nan,线头   毛刺明线距边宽,0.0,4.0,0.0,0.0,0.0,0.8,2025-11,Critical,True,False
Jiandaoyun Gloves / ZX FQC,692530b63dddca8571951edf,49425 SHANDONG JIANHUA ZHONGXING GLO,汤常青,2025-11-24 16:00:00+00:00,347696,8871728,黑色,4523568924,84.0,滑雪,replenishment翻单,3.0,0.0,0.0,0.0,0.0,PASS,PASS合格,nan,nan,nan,nan,nan,nan,0.0,0.0,0.0,0.0,0.0,0.0,2025-11,Low,False,False
Jiandaoyun Gloves / ZX FQC,6925360d22bacf0c0d6fd5f1,49425 SHANDONG JIANHUA ZHONGXING GLO,汤常青,2025-11-24 16:00:00+00:00,347696,8937395,绿色,4523678015,948.0,滑雪,replenishment翻单,5.0,0.0,2.0,3.0,5.0,PASS,PASS合格,nan,指根有皱，线松，露复棉线，线头,nan,nan,nan,nan,0.0,5.0,0.0,0.0,0.0,1.0,2025-11,Critical,True,False
Jiandaoyun Gloves / ZX FQC,69254424b953308925409918,49425 SHANDONG JIANHUA ZHONGXING GLO,汤君玲,2025-11-24 16:00:00+00:00,339779,8940152,紫色,4523540480,300.0,滑雪,replenishment翻单,5.0,0.0,1.0,1.0,2.0,PASS,PASS合格,nan,线头,nan,nan,0,nan,0.0,2.0,0.0,0.0,0.0,0.4,2025-11,Critical,True,False
Jiandaoyun Gloves / ZX FQC,69255579ab4c67ad8e56b0e6,49425 SHANDONG JIANHUA ZHONGXING GLO,汤君玲,2025-12-24 16:00:00+00:00,309192,8738689,蓝色,4523600571,1200.0,滑雪,replenishment翻单,5.0,0.0,0.0,2.0,2.0,PASS,PASS合格,nan,线头,nan,nan,0,nan,0.0,2.0,0.0,0.0,0.0,0.4,2025-12,Critical,True,False
Jiandaoyun Gloves / ZX FQC,69256536ccad07d7289803dc,49425 SHANDONG JIANHUA ZHONGXING GLO,袁成英,2025-11-24 16:00:00+00:00,356209,8901065,黑色,4523304029,54.0,半指,replenishment翻单,3.0,0.0,0.0,0.0,0.0,PASS,PASS合格,nan,nan,nan,nan,nan,nan,0.0,0.0,0.0,0.0,0.0,0.0,2025-11,Low,False,False
Jiandaoyun Gloves / ZX FQC,692580f8b55e60b31a2f86e7,49425 SHANDONG JIANHUA ZHONGXING GLO,李秀玲,2025-11-24 16:00:00+00:00,339779,8940149,深灰,4522614662,300.0,滑雪,replenishment翻单,5.0,0.0,1.0,2.0,3.0,PASS,PASS after re-check重验合格,nan,指尖不圆顺，扭指，线头,nan,nan,nan,nan,0.0,3.0,0.0,0.0,0.0,0.6,2025-11,Critical,True,False
Jiandaoyun Gloves / ZX FQC,6925810b77cf70ea6fa66f11,49425 SHANDONG JIANHUA ZHONGXING GLO,李秀玲,2025-11-24 16:00:00+00:00,335330,8655827,丈青,4523751762,2154.0,单层,replenishment翻单,8.0,0.0,2.0,3.0,5.0,PASS,PASS合格,nan,扭指，边町起皱，线头,nan,nan,nan,边町起皱,0.0,5.0,0.0,0.0,0.0,0.625,2025-11,Critical,True,False
Jiandaoyun Gloves / ZX FQC,69258126357d4d0c33dcdd2e,49425 SHANDONG JIANHUA ZHONGXING GLO,李秀玲,2025-11-24 16:00:00+00:00,339779,8940152,紫色,4523540480,300.0,滑雪,replenishment翻单,5.0,0.0,1.0,2.0,3.0,PASS,PASS合格,nan,指叉起皱，内里露棉,nan,nan,nan,指叉起皱,0.0,3.0,0.0,0.0,0.0,0.6,2025-11,Critical,True,False
Jiandaoyun Gloves / ZX FQC,69265e546fc27e535ae11cae,49425 SHANDONG JIANHUA ZHONGXING GLO,袁成英,2025-11-24 16:00:00+00:00,305595,8530327,黑色,4522630772,432.0,滑雪,replenishment翻单,5.0,0.0,1.0,1.0,2.0,PASS,PASS合格,nan,线头   袖口重线不良,nan,nan,nan,nan,0.0,2.0,0.0,0.0,0.0,0.4,2025-11,Critical,True,False
Jiandaoyun Gloves / ZX FQC,69266612b94e191732d72f07,49425 SHANDONG JIANHUA ZHONGXING GLO,袁成英,2025-11-24 16:00:00+00:00,356209,8901066,白色,4523669906,80.0,半指,replenishment翻单,3.0,0.0,0.0,0.0,0.0,PASS,PASS合格,nan,nan,nan,nan,nan,线头    明线距边宽,0.0,0.0,0.0,0.0,0.0,0.0,2025-11,Low,False,False
Jiandaoyun Gloves / ZX FQC,69266dd15c2620302a3898eb,49425 SHANDONG JIANHUA ZHONGXING GLO,袁成英,2025-11-23 16:00:00+00:00,339779,8940152,紫色,4523783076,180.0,滑雪,replenishment翻单,5.0,0.0,1.0,1.0,2.0,PASS,PASS合格,nan,指叉起皱，筒口起皱,nan,nan,nan,nan,0.0,2.0,0.0,0.0,0.0,0.4,2025-11,Critical,True,False
Jiandaoyun Gloves / ZX FQC,69268f30f287a89f1fe4f520,49425 SHANDONG JIANHUA ZHONGXING GLO,袁成英,2025-11-25 16:00:00+00:00,305595,8530327,黑色,4523673373,96.0,滑雪,replenishment翻单,3.0,0.0,0.0,1.0,1.0,PASS,PASS合格,nan,线头,nan,nan,nan,nan,0.0,1.0,0.0,0.0,0.0,0.3333333333333333,2025-11,Critical,True,False
Jiandaoyun Gloves / ZX FQC,6926d90f3aeb700a111caf92,49425 SHANDONG JIANHUA ZHONGXING GLO,李秀玲,2025-11-25 16:00:00+00:00,356209,8901065,黑色,4523300737,432.0,半指,replenishment翻单,5.0,0.0,1.0,1.0,2.0,PASS,PASS合格,nan,止口太小，线头,nan,nan,nan,止口太小，线头,0.0,2.0,0.0,0.0,0.0,0.4,2025-11,Critical,True,False
Jiandaoyun Gloves / ZX FQC,6926d919de3f50f14c9012a4,49425 SHANDONG JIANHUA ZHONGXING GLO,李秀玲,2025-11-25 16:00:00+00:00,309192,8738689,蓝色,4523600571,1200.0,滑雪,replenishment翻单,5.0,0.0,2.0,2.0,4.0,PASS,PASS合格,nan,指尖不圆顺，指叉起皱，整烫不良,nan,nan,0,指叉起皱，整烫不良,0.0,4.0,0.0,0.0,0.0,0.8,2025-11,Critical,True,False
Jiandaoyun Gloves / ZX FQC,6926d924aef3b02d8b05a257,49425 SHANDONG JIANHUA ZHONGXING GLO,李秀玲,2025-11-25 16:00:00+00:00,305595,8530327,黑色,4522630772,432.0,滑雪,replenishment翻单,5.0,0.0,1.0,2.0,3.0,PASS,PASS合格,nan,扭指，指尖不圆顺，线头,nan,nan,nan,扭指，指尖不圆顺,0.0,3.0,0.0,0.0,0.0,0.6,2025-11,Critical,True,False
Jiandaoyun Gloves / ZX FQC,6928314789ae0f4c40697442,49425 SHANDONG JIANHUA ZHONGXING GLO,汤常青,2025-11-26 16:00:00+00:00,347696,8871729,蓝色,4523789963,1488.0,滑雪,replenishment翻单,8.0,0.0,3.0,5.0,8.0,PASS,PASS合格,nan,指根有皱，袖口修剪不整齐，线头,nan,nan,nan,nan,0.0,8.0,0.0,0.0,0.0,1.0,2025-11,Critical,True,False
Jiandaoyun Gloves / ZX FQC,692840bb56a9a33a51e3bc24,49425 SHANDONG JIANHUA ZHONGXING GLO,汤常青,2025-11-26 16:00:00+00:00,309007,8551128,黑色,4523784356,2160.0,滑雪,replenishment翻单,8.0,0.0,3.0,5.0,8.0,PASS,PASS合格,nan,町缝吃丝不匀，线松，露复棉线，线头,nan,nan,nan,nan,0.0,8.0,0.0,0.0,0.0,1.0,2025-11,Critical,True,False
Jiandaoyun Gloves / ZX FQC,692975a4d91dac242a2ae6c8,49425 SHANDONG JIANHUA ZHONGXING GLO,李秀玲,2025-11-27 16:00:00+00:00,309007,8551128,黑色,4523784356,2160.0,滑雪,replenishment翻单,8.0,0.0,2.0,3.0,5.0,PASS,PASS合格,nan,指叉起皱，指尖不圆顺，整烫不良，脏污，线头,nan,nan,nan,指叉起皱，指尖不圆顺，整烫不良,0.0,5.0,0.0,0.0,0.0,0.625,2025-11,Critical,True,False
Jiandaoyun Gloves / ZX FQC,692975b30589fbc746684a73,49425 SHANDONG JIANHUA ZHONGXING GLO,李秀玲,2025-11-27 16:00:00+00:00,347696,8937395,绿色,4523678015,948.0,滑雪,replenishment翻单,5.0,0.0,1.0,3.0,4.0,PASS,PASS合格,nan,指叉起皱，线头,nan,nan,nan,指叉起皱,0.0,4.0,0.0,0.0,0.0,0.8,2025-11,Critical,True,False
Jiandaoyun Gloves / ZX FQC,692975d4efc9cb4d9eeb13aa,49425 SHANDONG JIANHUA ZHONGXING GLO,李秀玲,2025-11-27 16:00:00+00:00,347696,8871729,黑蓝,4523789963,1488.0,滑雪,replenishment翻单,8.0,0.0,2.0,3.0,5.0,PASS,PASS合格,nan,洗标次品，指叉起皱，线头,nan,nan,nan,nan,0.0,5.0,0.0,0.0,0.0,0.625,2025-11,Critical,True,False
Jiandaoyun Gloves / ZX FQC,692ac595b126127b538ba0a0,49425 SHANDONG JIANHUA ZHONGXING GLO,李秀玲,2025-11-28 16:00:00+00:00,330572,8615465,黑,4523301547,480.0,半指,replenishment翻单,5.0,0.0,1.0,2.0,3.0,PASS,PASS合格,nan,针洞，止口太小，线头,nan,nan,nan,针洞，止口太小,0.0,3.0,0.0,0.0,0.0,0.6,2025-11,Critical,True,False
Jiandaoyun Gloves / ZX FQC,692bb74d5a546c94541d6bc6,49425 SHANDONG JIANHUA ZHONGXING GLO,袁成英,2025-11-29 16:00:00+00:00,308787,8549940,黑,4523710497,180.0,半指,implantation头单,5.0,0.0,1.0,1.0,2.0,PASS,PASS合格,nan,线头  袖口包边不匀,nan,nan,0,nan,0.0,2.0,0.0,0.0,0.0,0.4,2025-11,Critical,True,False
Jiandaoyun Gloves / ZX FQC,692bd8ac066829a76b315751,49425 SHANDONG JIANHUA ZHONGXING GLO,王振英,2025-11-29 16:00:00+00:00,333549,8647342,浅灰,4523775970,30.0,半指,replenishment翻单,3.0,0.0,0.0,0.0,0.0,PASS,PASS合格,nan,nan,nan,nan,nan,nan,0.0,0.0,0.0,0.0,0.0,0.0,2025-11,Low,False,False
Jiandaoyun Gloves / ZX FQC,692bd9413dc276945ddbf3d7,49425 SHANDONG JIANHUA ZHONGXING GLO,王振英,2025-11-29 16:00:00+00:00,343239,8829988,深灰,4523793420,120.0,单层,replenishment翻单,3.0,0.0,0.0,1.0,1.0,PASS,PASS合格,nan,线头,nan,nan,nan,线头,0.0,1.0,0.0,0.0,0.0,0.3333333333333333,2025-11,Critical,True,False
Jiandaoyun Gloves / ZX FQC,692bfbcd8efc6898d69ecbe1,49425 SHANDONG JIANHUA ZHONGXING GLO,袁成英,2025-11-29 16:00:00+00:00,325084,8585145,黑,4523700603,1696.0,单层,replenishment翻单,8.0,0.0,2.0,4.0,6.0,PASS,PASS合格,nan,扭指、线头,nan,nan,nan,扭指、线头,0.0,6.0,0.0,0.0,0.0,0.75,2025-11,Critical,True,False
Jiandaoyun Gloves / ZX FQC,692cf97fb381ca37fa4df19f,49425 SHANDONG JIANHUA ZHONGXING GLO,汤常青,2025-11-30 16:00:00+00:00,347696,8871729,蓝色,1063260411,882.0,滑雪,replenishment翻单,5.0,0.0,2.0,3.0,5.0,PASS,PASS合格,nan,指根吃丝不匀，袖口修剪不整齐，线头,nan,nan,nan,nan,0.0,5.0,0.0,0.0,0.0,1.0,2025-11,Critical,True,False
Jiandaoyun Gloves / ZX FQC,692d1f94e634d4e7a1f4b661,49425 SHANDONG JIANHUA ZHONGXING GLO,汤常青,2025-11-30 16:00:00+00:00,123676,8398148,黑色,4523772078,60.0,单层,replenishment翻单,3.0,0.0,0.0,0.0,0.0,PASS,PASS合格,nan,nan,nan,nan,nan,nan,0.0,0.0,0.0,0.0,0.0,0.0,2025-11,Low,False,False
Jiandaoyun Gloves / ZX FQC,692d54e5f1d9c00c6bd24a4f,49425 SHANDONG JIANHUA ZHONGXING GLO,袁成英,2025-11-29 16:00:00+00:00,325084,8585145,黑,4523726860,736.0,单层,replenishment翻单,5.0,0.0,2.0,3.0,5.0,PASS,PASS合格,nan,线头   扭指,nan,nan,nan,扭指、线头,0.0,5.0,0.0,0.0,0.0,1.0,2025-11,Critical,True,False
Jiandaoyun Gloves / ZX FQC,692d76908f7dfa6e71119047,49425 SHANDONG JIANHUA ZHONGXING GLO,李秀玲,2025-11-30 16:00:00+00:00,325084,8585145,黑色,4523700603,1696.0,单层,replenishment翻单,8.0,0.0,3.0,3.0,6.0,PASS,PASS合格,nan,扭指，断线，指尖不圆顺，线头,nan,nan,nan,扭指，断线,0.0,6.0,0.0,0.0,0.0,0.75,2025-11,Critical,True,False
Jiandaoyun Gloves / ZX FQC,692d769c002a9a217d1ba331,49425 SHANDONG JIANHUA ZHONGXING GLO,李秀玲,2025-11-30 16:00:00+00:00,347696,8871729,黑蓝,1063260411,882.0,滑雪,replenishment翻单,5.0,0.0,1.0,3.0,4.0,PASS,PASS合格,nan,指叉起皱，线头,nan,nan,nan,指叉起皱,0.0,4.0,0.0,0.0,0.0,0.8,2025-11,Critical,True,False
Jiandaoyun Gloves / ZX FQC,692d76abddb6e009775f1156,49425 SHANDONG JIANHUA ZHONGXING GLO,李秀玲,2025-11-30 16:00:00+00:00,333549,8647342,浅灰,4523775970,30.0,半指,replenishment翻单,3.0,0.0,0.0,0.0,0.0,PASS,PASS合格,nan,nan,nan,nan,nan,nan,0.0,0.0,0.0,0.0,0.0,0.0,2025-11,Low,False,False
Jiandaoyun Gloves / ZX FQC,692d87b1989129d15ebbd282,49425 SHANDONG JIANHUA ZHONGXING GLO,汤常青,2025-11-30 16:00:00+00:00,347696,8871728,黑色,4523611475,48.0,滑雪,replenishment翻单,3.0,0.0,0.0,0.0,0.0,PASS,PASS合格,nan,nan,nan,nan,nan,nan,0.0,0.0,0.0,0.0,0.0,0.0,2025-11,Low,False,False
Jiandaoyun Gloves / ZX FQC,692ead55753bbf1a1d7a4f5a,49425 SHANDONG JIANHUA ZHONGXING GLO,汤常青,2025-12-01 16:00:00+00:00,347696,8937395,绿色,4523723191,642.0,滑雪,replenishment翻单,5.0,0.0,1.0,3.0,4.0,PASS,PASS合格,nan,指根有皱，露复棉线，线头,nan,nan,nan,nan,0.0,4.0,0.0,0.0,0.0,0.8,2025-12,Critical,True,False
Jiandaoyun Gloves / ZX FQC,692eb2e442e6467e33c676d2,49425 SHANDONG JIANHUA ZHONGXING GLO,袁成英,2025-12-01 16:00:00+00:00,339223,8738791,灰色,1063260288,3000.0,滑雪,replenishment翻单,8.0,0.0,2.0,5.0,7.0,PASS,PASS合格,nan,线头   指尖不圆顺   袖口双明线不匀  车标线不牢,nan,nan,nan,nan,0.0,6.0,0.0,0.0,1.0,0.875,2025-12,Critical,True,False
Jiandaoyun Gloves / ZX FQC,692ed4e47227825f70dea607,49425 SHANDONG JIANHUA ZHONGXING GLO,汤常青,2025-12-01 16:00:00+00:00,309192,8738689,青绿色,4523612539,960.0,滑雪,replenishment翻单,5.0,0.0,2.0,3.0,5.0,PASS,PASS合格,nan,指根有皱，脏污，线头，露异色线，露复棉线,nan,nan,nan,nan,0.0,5.0,0.0,0.0,0.0,1.0,2025-12,Critical,True,False
Jiandaoyun Gloves / ZX FQC,692f8227c891176ffe151f12,49425 SHANDONG JIANHUA ZHONGXING GLO,袁成英,2025-12-01 16:00:00+00:00,335330,8655827,蓝色,4523774718,480.0,单层,replenishment翻单,5.0,0.0,1.0,2.0,3.0,PASS,PASS合格,nan,线头     暴开  袖口重线不良,nan,nan,nan,nan,0.0,3.0,0.0,0.0,0.0,0.6,2025-12,Critical,True,False
Jiandaoyun Gloves / ZX FQC,693026b43cf1850b3c6dbbde,49425 SHANDONG JIANHUA ZHONGXING GLO,李秀玲,2025-12-02 16:00:00+00:00,339223,8738791,深灰,1063260288,3000.0,单层,replenishment翻单,8.0,0.0,2.0,4.0,6.0,PASS,PASS合格,nan,扭指，指尖不圆顺，线头,nan,nan,nan,指尖不圆顺,0.0,6.0,0.0,0.0,0.0,0.75,2025-12,Critical,True,False
Jiandaoyun Gloves / ZX FQC,693026d09c12f323e7d65de6,49425 SHANDONG JIANHUA ZHONGXING GLO,李秀玲,2025-12-02 16:00:00+00:00,309192,8738689,蓝色,4523612539,960.0,滑雪,replenishment翻单,5.0,0.0,2.0,3.0,5.0,PASS,PASS合格,nan,指尖不圆顺，指叉起皱，整烫不良，线头,nan,nan,0,指叉起皱，整烫不良,0.0,5.0,0.0,0.0,0.0,1.0,2025-12,Critical,True,False
Jiandaoyun Gloves / ZX FQC,69311532214a3e91c34c7cf5,49425 SHANDONG JIANHUA ZHONGXING GLO,李秀玲,2025-12-02 16:00:00+00:00,335330,8655827,丈青,4523774718,480.0,单层,replenishment翻单,5.0,0.0,1.0,2.0,3.0,PASS,PASS合格,nan,指叉止口太小，边町起皱，线头,nan,nan,nan,指叉止口太小，边町起皱,0.0,3.0,0.0,0.0,0.0,0.6,2025-12,Critical,True,False
Jiandaoyun Gloves / ZX FQC,6931611e5af61782580390d3,49425 SHANDONG JIANHUA ZHONGXING GLO,汤常青,2025-12-03 16:00:00+00:00,309007,8551128,黑色,5501516064,120.0,滑雪,replenishment翻单,3.0,0.0,0.0,1.0,1.0,PASS,PASS合格,nan,线头,nan,nan,nan,nan,0.0,1.0,0.0,0.0,0.0,0.3333333333333333,2025-12,Critical,True,False
Jiandaoyun Gloves / ZX FQC,6931681de456b6a57498ba12,49425 SHANDONG JIANHUA ZHONGXING GLO,汤常青,2025-12-03 16:00:00+00:00,309007,8551128,黑色,5501578151,180.0,滑雪,replenishment翻单,5.0,0.0,3.0,5.0,8.0,PASS,PASS合格,nan,袖口重线不一致，线头,nan,nan,nan,nan,0.0,8.0,0.0,0.0,0.0,1.6,2025-12,Critical,True,False
Jiandaoyun Gloves / ZX FQC,693236674c92df0514847bc7,49425 SHANDONG JIANHUA ZHONGXING GLO,袁成英,2025-12-04 16:00:00+00:00,305595,8530327,黑色,1063227459,288.0,滑雪,replenishment翻单,5.0,0.0,1.0,1.0,2.0,PASS,PASS合格,nan,线头    明线距边宽,nan,nan,nan,线头,0.0,2.0,0.0,0.0,0.0,0.4,2025-12,Critical,True,False
Jiandaoyun Gloves / ZX FQC,6932666d0350e32eb398f863,49425 SHANDONG JIANHUA ZHONGXING GLO,汤常青,2025-12-04 16:00:00+00:00,309007,8551128,黑色,4522888322,1560.0,滑雪,replenishment翻单,8.0,0.0,2.0,5.0,7.0,PASS,PASS合格,nan,指根有皱，袖口重线不一致，露复棉线，线头,nan,nan,nan,nan,0.0,7.0,0.0,0.0,0.0,0.875,2025-12,Critical,True,False
Jiandaoyun Gloves / ZX FQC,693286edf3443e3783cc0b5b,49425 SHANDONG JIANHUA ZHONGXING GLO,袁成英,2025-10-07 16:00:00+00:00,335330,8655827,蓝色,1063203749,168.0,单层,replenishment翻单,5.0,0.0,1.0,1.0,2.0,PASS,PASS合格,nan,线头     袖口重线不良,nan,nan,nan,nan,0.0,2.0,0.0,0.0,0.0,0.4,2025-10,Critical,True,False
Jiandaoyun Gloves / ZX FQC,69328867c7d58a1c3567a2cc,49425 SHANDONG JIANHUA ZHONGXING GLO,袁成英,2025-12-04 16:00:00+00:00,339779,8940152,紫色,4523836873,60.0,滑雪,replenishment翻单,3.0,0.0,0.0,0.0,0.0,PASS,PASS合格,nan,nan,nan,nan,0,nan,0.0,0.0,0.0,0.0,0.0,0.0,2025-12,Low,False,False
Jiandaoyun Gloves / ZX FQC,69328b9b64880f11ffb34213,49425 SHANDONG JIANHUA ZHONGXING GLO,袁成英,2025-12-01 16:00:00+00:00,339223,8738791,灰色,1063260288,3000.0,滑雪,replenishment翻单,8.0,0.0,2.0,5.0,7.0,PASS,PASS合格,nan,线头   指尖不圆顺   袖口双明线不匀  车标线不牢,nan,nan,nan,nan,0.0,6.0,0.0,0.0,1.0,0.875,2025-12,Critical,True,False
Jiandaoyun Gloves / ZX FQC,69328f599d652d44f5a3751e,49425 SHANDONG JIANHUA ZHONGXING GLO,袁成英,2025-12-04 16:00:00+00:00,347696,8871727,白色,4523816604,810.0,滑雪,replenishment翻单,5.0,0.0,1.0,3.0,4.0,PASS,PASS合格,nan,线头   线迹不和  漏封边线,nan,nan,nan,nan,0.0,4.0,0.0,0.0,0.0,0.8,2025-12,Critical,True,False
Jiandaoyun Gloves / ZX FQC,6932b6c22625bb8c9e044729,49425 SHANDONG JIANHUA ZHONGXING GLO,汤常青,2025-12-04 16:00:00+00:00,347696,8871729,蓝色,4523816094,2208.0,滑雪,replenishment翻单,8.0,0.0,3.0,5.0,8.0,PASS,PASS合格,nan,指根有皱，极光，露复棉线，线头,nan,nan,nan,nan,0.0,8.0,0.0,0.0,0.0,1.0,2025-12,Critical,True,False
Jiandaoyun Gloves / ZX FQC,6932bb6b13c87a9ddc1d12b1,49425 SHANDONG JIANHUA ZHONGXING GLO,汤常青,2025-12-04 16:00:00+00:00,347696,8871729,蓝黑色,1063252541,72.0,滑雪,replenishment翻单,3.0,0.0,0.0,0.0,0.0,PASS,PASS合格,nan,nan,nan,nan,nan,nan,0.0,0.0,0.0,0.0,0.0,0.0,2025-12,Low,False,False
Jiandaoyun Gloves / ZX FQC,6932bf79b9201a6a0a7cad8b,49425 SHANDONG JIANHUA ZHONGXING GLO,李秀玲,2025-12-04 16:00:00+00:00,347696,8937395,绿色,4523723191,642.0,滑雪,replenishment翻单,5.0,0.0,1.0,3.0,4.0,PASS,PASS合格,nan,指叉起皱，脏污,nan,nan,nan,指叉起皱,0.0,4.0,0.0,0.0,0.0,0.8,2025-12,Critical,True,False
Jiandaoyun Gloves / ZX FQC,6932bf880350e32eb3e2dc77,49425 SHANDONG JIANHUA ZHONGXING GLO,李秀玲,2025-12-04 16:00:00+00:00,305595,8530327,黑色,1063227459,288.0,滑雪,replenishment翻单,5.0,0.0,1.0,2.0,3.0,PASS,PASS合格,nan,掌面针洞，袖口跳针，线头,nan,nan,nan,掌面针洞,0.0,3.0,0.0,0.0,0.0,0.6,2025-12,Critical,True,False
Jiandaoyun Gloves / ZX FQC,6932bf90c33a6cdaae46d372,49425 SHANDONG JIANHUA ZHONGXING GLO,李秀玲,2025-12-04 16:00:00+00:00,123676,8398148,黑色,4523772078,60.0,单层,replenishment翻单,3.0,0.0,0.0,0.0,0.0,PASS,PASS合格,nan,nan,nan,nan,nan,nan,0.0,0.0,0.0,0.0,0.0,0.0,2025-12,Low,False,False
Jiandaoyun Gloves / ZX FQC,6932bf98b9201a6a0a7cc448,49425 SHANDONG JIANHUA ZHONGXING GLO,李秀玲,2025-12-04 16:00:00+00:00,347696,8871728,黑色,4523611475,48.0,滑雪,replenishment翻单,3.0,0.0,0.0,0.0,0.0,PASS,PASS合格,nan,nan,nan,nan,nan,nan,0.0,0.0,0.0,0.0,0.0,0.0,2025-12,Low,False,False
Jiandaoyun Gloves / ZX FQC,6932c88fe123bfaea1344f7d,49425 SHANDONG JIANHUA ZHONGXING GLO,汤常青,2025-12-04 16:00:00+00:00,309007,8551128,黑色,4523806489,1740.0,滑雪,replenishment翻单,8.0,0.0,3.0,5.0,8.0,PASS,PASS合格,nan,指根堆积，缝份不均，车卡针距大，露复棉线，线头,nan,nan,nan,nan,0.0,8.0,0.0,0.0,0.0,1.0,2025-12,Critical,True,False
Jiandaoyun Gloves / ZX FQC,6933c93d4531d95749b141fe,49425 SHANDONG JIANHUA ZHONGXING GLO,袁成英,2025-12-04 16:00:00+00:00,325084,8585145,黑色,4523806152,368.0,单层,replenishment翻单,5.0,0.0,1.0,2.0,3.0,PASS,PASS合格,nan,线头  明线距边宽    指尖不圆顺,nan,nan,nan,线头  明线距边宽    指尖不圆顺,0.0,3.0,0.0,0.0,0.0,0.6,2025-12,Critical,True,False
Jiandaoyun Gloves / ZX FQC,6934d7c5869137557e1d7c1f,49425 SHANDONG JIANHUA ZHONGXING GLO,袁成英,2025-12-06 16:00:00+00:00,335330,8655827,蓝色,1063259927,696.0,单层,replenishment翻单,5.0,0.0,2.0,3.0,5.0,PASS,PASS合格,nan,线头   掌下织带紧  暴开  袖口重线不良,nan,nan,nan,nan,0.0,5.0,0.0,0.0,0.0,1.0,2025-12,Critical,True,False
Jiandaoyun Gloves / ZX FQC,6934dc1b666255aaf1622a05,49425 SHANDONG JIANHUA ZHONGXING GLO,袁成英,2025-12-06 16:00:00+00:00,335330,8655827,蓝色,1063253969,288.0,单层,replenishment翻单,5.0,0.0,1.0,2.0,3.0,PASS,PASS合格,nan,线头 手指形状不好，边町起皱，,nan,nan,nan,nan,0.0,3.0,0.0,0.0,0.0,0.6,2025-12,Critical,True,False
Jiandaoyun Gloves / ZX FQC,6934eb97564a0010542937a6,49425 SHANDONG JIANHUA ZHONGXING GLO,袁成英,2025-12-05 16:00:00+00:00,325084,8585145,黑色,5501583525,760.0,滑雪,replenishment翻单,5.0,0.0,2.0,3.0,5.0,PASS,PASS合格,线头  扭指   明线跳针   明线车住硅胶印,nan,nan,nan,nan,nan,0.0,5.0,0.0,0.0,0.0,1.0,2025-12,Critical,True,False
